DATE DE CLASSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION (villages de vacances);NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION (résidences de tourisme);NOMBRE DE LOGEMENTS (villages de vacances)
22/11/2017;HÔTEL DE TOURISME;3 étoiles;-;-;ATOLL HÔTEL;923 boulevard de la mer;83600;FRÉJUS;http://www.atollhotel.fr;-;82;33;-;-;-
16/09/2019;HÔTEL DE TOURISME;3 étoiles;-;-;ATOLON PARK HÔTEL;5 Rue d'Oslo;67170;BERNOLSHEIM;https://www.atolon-parkhotel.com/;-;141;66;-;-;-
29/10/2015;HÔTEL DE TOURISME;4 étoiles;-;-;ATRIUM HÔTEL;20 Rue Jean-Louis BARRAULT;26000;VALENCE;https://www.atrium-hotel.fr/;-;112;56;-;-;-
22/05/2017;HÔTEL DE TOURISME;3 étoiles;-;-;ATYPIK HÔTEL;20 rue villeneuve;92110;CLICHY;www.atypikhotel.com;-;98;47;-;-;-
28/08/2017;CAMPING;2 étoiles;LOISIRS;-;AU CAMPING ROUBAISIEN;Rue de l'Abbaye;62860;OISY-LE-VERGER;http://au-camping-roubaisien.com;-;400;-;100;-;-
25/04/2019;HÔTEL DE TOURISME;4 étoiles;-;-;AU GRAND HÔTEL DE SARLAT;95 avenue de Selves;24200;SARLAT-LA-CANÉDA;http://au-grand-hotel-de-sarlat.com/;-;104;49;-;-;-
24/05/2018;HÔTEL DE TOURISME;1 étoile;-;-;AU PICARDY HÔTEL;10 boulevard Jean Jaurès;06300;NICE;http://www.hotelaupicardy.fr/;-;28;11;-;-;-
03/06/2019;HÔTEL DE TOURISME;2 étoiles;-;-;AU PRIMEROSE HÔTEL;23 rue de l'Yser;65400;ARGELÈS-GAZOST;http://www.au-primerose-hotel.fr;-;54;25;-;-;-
29/07/2016;HÔTEL DE TOURISME;2 étoiles;-;-;AU ROYAL HÔTEL;22 boulevard jean Jaurès;11000;CARCASSONNE;http://www.auroyal-hotel-carcassonne.com;-;44;19;-;-;-
20/11/2017;HÔTEL DE TOURISME;1 étoile;-;-;AUBERGE ALSACIENNE;27 rue d'Alsace;88540;BUSSANG;http://www.auberge-alsacienne.fr/;-;19;8;-;-;-
30/04/2018;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE ALSACIENNE;12 grand rue;68420;EGUISHEIM;http://www.auberge-alsacienne.net;-;39;19;-;-;-
30/09/2019;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE AU BOEUF;1 rue de l'Eglise;67770;SESSENHEIM;https://www.auberge-au-boeuf.fr/;-;10;4;-;-;-
30/06/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE AUX 3 FRÊNES;Rue des 3 frênes;05480;VILLAR-D'ARÊNE;http://www.3frenes.com/;-;26;12;-;-;-
29/03/2019;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE AUX BLÉS D'OR;8 rue Jules Michelet;60350;PIERREFONDS;https://www.auxblesdor.com/f;-;12;6;-;-;-
27/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE AUX PORTES DE CONQUES;5 route du Moulin;12320;SAINT-CYPRIEN-SUR-DOURDOU;http://www.auxportesdeconques.com;-;21;10;-;-;-
15/06/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE BATBY;63 avenue de galleben;40140;SOUSTONS;http://www.aubergebatby.fr;-;13;6;-;-;-
27/03/2019;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE BIENVENUE;104 RUE DE CHOLET;49700;DOUÉ-LA-FONTAINE;www.aubergebienvenue.com;-;31;15;-;-;-
09/07/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE BOURBONNAISE;2 avenue de Vichy;03270;SAINT-YORRE;https://www.auberge-bourbonnaise.fr;-;45;16;-;-;-
10/10/2016;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE BRESSANE DE BUELLAS;10 route de Buesle;01310;BUELLAS;www.auberge-buellas.com;-;29;13;-;-;-
09/07/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE BRETONNE;2 place Duguesclin;56130;LA ROCHE-BERNARD;http://www.auberge-bretonne.com;-;22;10;-;-;-
29/05/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE BUISSONNIÈRE;L'Eglise;38650;GRESSE-EN-VERCORS;http://www.buissonniere.fr;-;12;6;-;-;-
04/11/2019;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE CAMARGUAISE;Départementale 570;13460;SAINTES-MARIES-DE-LA-MER;http://www.aubergecamarguaise.com;-;53;22;-;-;-
12/06/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE CAMPAGNARDE;4 place Jean-Marie Jacquemet;01230;ÉVOSGES;www.auberge-campagnarde.com;-;27;11;-;-;-
12/12/2017;HÔTEL DE TOURISME;4 étoiles;-;-;AUBERGE CAVALIÈRE DU PONT DES BANNES;route d'Arles;13460;SAINTES-MARIES-DE-LA-MER;http://www.aubergecavaliere.com/;-;165;69;-;-;-
08/01/2021;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE CHAMPENOISE;68 rue des Prieurés;51530;MOUSSY;https://www.auberge-champenoise.fr/fr/index.php;-;96;45;-;-;-
12/12/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE CHEZ MAÏTÉ;Place de la Mairie;64122;URRUGNE;http://www.aubergechezmaite.com/;-;19;7;-;-;-
27/09/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE COCAGNE;Place du Château;30120;AVÈZE;http://auberge-cocagne.fr;-;18;7;-;-;-
09/07/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE CÔTÉ JARDIN;7 avenue 113;11200;CONILHAC-CORBIÈRES;http://www.auberge-cotejardin.com;-;25;12;-;-;-
04/10/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE CÔTÉ RIVIÈRE;3 rue des capucins;21120;IS-SUR-TILLE;http://www.hotel-restaurant-coteriviere.com;-;26;10;-;-;-
15/09/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE D'ANDAINES;Route de Bagnoles de l'Orne;61600;LA FERTÉ-MACÉ;https://aubergeandaines.com/;-;32;15;-;-;-
16/08/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE D'ANTHY;2 rue des écoles;74200;ANTHY-SUR-LÉMAN;http://www.auberge-anthy.com;-;27;13;-;-;-
03/05/2018;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE D'ARANC ÉVASION;Place du Lavoir;01110;ARANC;https://www.auberge-aranc.com/;-;33;9;-;-;-
21/06/2019;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE D'ARGONAY;3 place Arthur Lavy;74370;ARGONAY;http://www.hotel-annecy-nord-argonay.fr/;-;55;22;-;-;-
27/04/2015;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE D'IMSTHAL;lieu-dit imsthal;67290;LA PETITE-PIERRE;www.petite-pierre.com;-;56;23;-;-;-
02/06/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE D'UZÈS;pont des charrettes;30700;UZÈS;www.auberge-uzes.fr;-;26;11;-;-;-
17/05/2019;VILLAGE DE VACANCES;2 étoiles;-;-;AUBERGE D+;RUE DU PRAZ;73450;VALLOIRE;www.villages-dplus.com;FORMULE_PENSION;146;-;-;-;35
05/03/2018;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE BARNAS;60 route du Bouix;07330;BARNAS;www.aubergebarnas.fr;-;23;10;-;-;-
20/11/2018;HÔTEL DE TOURISME;1 étoile;-;-;AUBERGE DE BAUDINARD;37 grande rue;83630;BAUDINARD-SUR-VERDON;http://www.auberge-baudinard.com;-;19;9;-;-;-
06/03/2018;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE BOURGOGNE;route de Dijon;89700;TONNERRE;http://aubergedebourgogne.com;-;64;40;-;-;-
14/03/2019;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE CARTASSAC;LIEU-DIT CARTASSAC;46600;SARRAZAC;www.aubergecartassac.com;-;29;13;-;-;-
07/06/2018;HÔTEL DE TOURISME;4 étoiles;-;-;AUBERGE DE CHAVANNES;1890 avenue de chalon;39570;COURLANS;www.auberge-de-chavannes.com;-;25;11;-;-;-
27/11/2016;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE CLOCHEMERLE;rue gabriel chevallier;69460;VAUX-EN-BEAUJOLAIS;http://www.aubergedeclochemerle.fr;-;20;10;-;-;-
31/05/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE CONCASTY;concasty;15600;BOISSET;http://www.auberge-concasty.com;-;32;12;-;-;-
27/03/2018;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE COSTAROCHE;1 chemin de la pierre du roy;73200;ALBERTVILLE;http://costaroche.blogspot.com;-;44;20;-;-;-
23/01/2019;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE DANIEL;3 place du jeu d'Arc;60660;MELLO;https://www.aubergededaniel.fr;-;35;14;-;-;-
19/04/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE DELME;56 RUE DU GÉNÉRAL NASSOY;57590;DELME;http://www.aubergededelme.fr/;-;23;9;-;-;-
24/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE FORGÈS;38 avenue pasteur;19380;FORGÈS;http://www.aubergedeforges.com/;-;14;7;-;-;-
05/01/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE GERM;Le village;65240;GERM;http://www.auberge-de-germ.fr;-;31;11;-;-;-
26/04/2018;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE KERVEOCH;42 Route de Kerveoch;29100;DOUARNENEZ;www.auberge-kerveoch.com;-;23;10;-;-;-
08/02/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE L' ORANGERIE;3 carrefour de la charlotte;74700;SALLANCHES;http://www.orangeriemontblanc.fr;-;101;34;-;-;-
31/03/2016;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE L'ABBAYE;15 rue du commerce;28480;THIRON GARDAIS;www.aubergedelabbaye.fr;-;14;7;-;-;-
14/11/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE L'ABBAYE;PLACE DE L'ÉGLISE;40300;SORDE-L'ABBAYE;www.auberge-de-labbaye40.fr;-;7;3;-;-;-
20/02/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE L'ALLAGNONETTE;Le Bourg;15500;SAINT-PONCY;http://www.auberge-allagnonette.com;-;17;7;-;-;-
17/08/2018;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE L'ATRE;Les Lavaults;89630;QUARRÉ-LES-TOMBES;www.auberge-de-latre.com;-;14;7;-;-;-
14/11/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE L'ESCARGOT D'OR;route de nyons;26220;DIEULEFIT;www.auberge-escargot-or.com;-;30;15;-;-;-
27/11/2016;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE L'ESPINOUSE;Allée des frênes;34330;FRAISSE-SUR-AGOUT;http://www.aubergeespinouse.fr;-;42;18;-;-;-
21/06/2019;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE L'ESTANQUET;12 rue du Marché;64240;URT;aubergedelestanquet.com;-;23;10;-;-;-
22/09/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE L'ETANG;9 route de la Gare;87380;MAGNAC-BOURG;www.aubergedeletang.com;-;31;14;-;-;-
07/11/2019;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE L'HÉLIX;52 Route Nationale 6;89100;SENS;http://hotel-restaurant-yonne.auberge-helix.fr/;-;20;9;-;-;-
11/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE L'HÔTEL DE FRANCE;28 rue du docteur duret;58110;CHÂTILLON-EN-BAZOIS;https://www.logishotels.com/fr/hotel/auberge-de-l-hotel-de-france-3339?partid=661;-;22;9;-;-;-
25/04/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE L'ISARD;le village;09800;SAINT-LARY;http://hotel-logis-ariege.com;-;16;8;-;-;-
08/06/2018;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE L'OMBRÉE;2 RUE DE BRETAGNE;49520;COMBRÉE;www.aubergedelombree.com;-;16;7;-;-;-
23/10/2016;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE L'ORISSE;Route nationale 7;03150;VARENNES-SUR-ALLIER;http://www.aubergedelorisse.com;-;63;23;-;-;-
18/10/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE L'ÉCOLE;12 ROUTE DE MONTRICHARD;41400;PONTLEVOY;http://www.hotel-restaurant-de-lecole.com;-;27;11;-;-;-
13/07/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE L'ÎLE;le bourg;46600;CREYSSE;www.auberge-de-lile.com;-;41;18;-;-;-
04/10/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA BAUME;Rue d'en haut;21330;BALOT;http://www.aubergedelabaume.com;-;20;10;-;-;-
27/08/2019;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA BELETTE;Lieu-dit la Belette;63890;LE MONESTIER;https://www.aubergedelabelette.fr/;-;19;7;-;-;-
01/04/2015;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA BONDE;La Bonde;37130;SAINT-MICHEL-SUR-LOIRE;http://www.aubergedelabonde.com;-;35;16;-;-;-
13/03/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA BRENNE;19/17 rue de la République;37380;NEUILLÉ-LE-LIERRE;www.auberge-brenne.com;-;12;5;-;-;-
06/06/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA BRUYÈRE;18 Rue du Docteur Barbanneau;85700;POUZAUGES;http://www.hotelbruyerepouzauges.com;-;67;27;-;-;-
03/06/2019;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA CAILLÈRE;36 ROUTE DES MONTILS;41120;CANDÉ-SUR-BEUVRON;www.auberge-de-la-caillere.com;-;37;16;-;-;-
30/06/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA CASCADE;saint chely du tarn;48210;SAINTE-ENIMIE;http://aubergecascade.com;-;49;24;-;-;-
15/03/2019;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA CHALOIRE;LE BOURG;71400;LA PETITE-VERRIÈRE;http://www.auberge-de-la-chaloire.com;-;14;6;-;-;-
31/03/2016;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA CHARRIOLE;225 chemin de la Haute Fosse;88100;TAINTRUX;www.charriole.fr;-;43;13;-;-;-
23/06/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA COMMANDERIE;2 RUE PORTE BRUNET;33330;SAINT-ÉMILION;http://aubergedelacommanderie.com;-;43;17;-;-;-
27/07/2015;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA COUDRE;La coudre;85700;POUZAUGES;www.aubergedelacoudre.fr;-;18;8;-;-;-
28/08/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA COURONNE;49 Route Départementale 104;07230;LABLACHÈRE;https://aubergedelacouronne.fr/;-;35;15;-;-;-
18/10/2017;HÔTEL DE TOURISME;1 étoile;-;-;AUBERGE DE LA CROIX BLANCHE;118 place de l’église;45240;MARCILLY-EN-VILLETTE;http://www.restaurant-hotel-croix-blanche.com/;-;16;7;-;-;-
22/01/2019;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA CROIX PERRIN;3700 Route de la Croix Perrin;38250;LANS-EN-VERCORS;http://www.vercors-hotel.com;-;27;9;-;-;-
16/04/2019;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA DRANSE;121 route de Pré la Joux;74390;CHÂTEL;www.aubergedeladranse.com;-;37;14;-;-;-
22/12/2015;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA DUNE;1352 rue de la Dune;80550;LES CROTOY;http://www.aubergedeladune.com;-;23;11;-;-;-
05/06/2019;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA FONTAINE;Le bourg;46400;AUTOIRE;http://auberge-de-la-fontaine.com;-;22;9;-;-;-
11/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA FORÊT;hameau les cours;38142;AURIS;http://www.aubergedelaforet-oisans.com;-;29;9;-;-;-
30/11/2016;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA FORÊT;33 la maillardais;44130;LE GÂVRE;http://www.auberge-delaforet.fr;-;16;8;-;-;-
26/04/2018;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA GABRIÈRE;La Gabrière;36220;LINGÉ;http://auberge-36-gabriere.com;-;20;6;-;-;-
25/05/2018;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA GRAVIERE;BASE DE LOISIRS;05170;ORCIERS;www.basedeloisirs-orcieres.com;-;49;13;-;-;-
13/07/2016;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA HARDOUINAIS;le bourg;22230;SAINT-LAUNEUC;www.arduen.com;-;40;16;-;-;-
17/11/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA HOUSSAYE;1 route des anglais;27260;ÉPAIGNES;www.hotelepaignes.com;-;14;7;-;-;-
29/08/2018;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA HULOTTE;Lieu-Dit La Pêche;63230;SAINT-JACQUES-D'AMBUR;www.aubergedelahulotte.com;-;13;4;-;-;-
19/12/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA MADONE;3 place Auguste Arnulf;06440;PEILLON;www.auberge-madone-peillon.com;-;39;17;-;-;-
18/10/2019;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA MANDRIE;les garennes;19230;BEYSSENAC;http://www.la-mandrie.com;-;40;20;-;-;-
30/10/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA MARINE;1 quai de la hutte;21170;LOSNE;http://auberge-delamarine.com;-;33;15;-;-;-
27/03/2019;HÔTEL DE TOURISME;1 étoile;-;-;AUBERGE DE LA MARQUISE;4 avenue des Ecuyers;19230;ARNAC-POMPADOUR;https://auberge-de-la-marquise.com;-;20;9;-;-;-
11/12/2018;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA NAUZE;fongauffier;24170;SAGELAT;http://www.aubergedelanauze.fr;-;13;6;-;-;-
15/07/2020;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA PAILLÈRE;58 rue la Paillère;01350;LAVOURS;www.aubergedelapaillere.fr;-;21;10;-;-;-
06/01/2020;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA PAIX;3 rue Porte Méane;05100;BRIANÇON;http://www.hotel-aubergedelapaix.com/;-;41;13;-;-;-
06/11/2018;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA PETITE REINE;route de belvès;24170;SIORAC-EN-PÉRIGORD;www.petite-reine.com;-;154;70;-;-;-
31/07/2015;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA PLAINE;13-15 route de la plaine;10500;LA ROTHIÈRE;http://www.auberge-plaine.com/;-;36;14;-;-;-
26/03/2019;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA POIRIE;67 route des Cascades;88460;TENDON;http://www.lapoirie-gerardmer.com;-;26;8;-;-;-
25/09/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA POMME DE PIN;15 rue michel cauty;28250;SENONCHES;http://www.restaurant-pommedepin.com;-;21;11;-;-;-
21/10/2019;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA POSTE;141 rue émile Dourdet;87400;SAUVIAT-SUR-VIGE;http://www.aubergedelaposte.fr/;-;16;10;-;-;-
06/11/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA POUTRE;25 GRANDE RUE;39130;BONLIEU;http://www.aubergedelapoutre.com;-;21;8;-;-;-
30/03/2016;HÔTEL DE TOURISME;1 étoile;-;-;AUBERGE DE LA RAMBERGE;9 route de saint ouen les vignes;37530;POCÉ-SUR-CISSE;http://aubergeramberge.com/;-;34;15;-;-;-
19/06/2018;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA ROSE;12 PLACE DE GENNES;49700;DOUÉ-LA-FONTAINE;www.aubergedelarose.fr;-;35;15;-;-;-
27/03/2019;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA ROUTE;9 Route Départementale 1120;19460;NAVES;http://aubergedelaroute19.eresto.net/;-;28;17;-;-;-
27/03/2017;HÔTEL DE TOURISME;4 étoiles;-;-;AUBERGE DE LA SOURCE;Chemin du Moulin;14600;BARNEVILLE-LA-BERTRAN;http://www.auberge-de-la-source.fr/;-;34;15;-;-;-
16/10/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA SÉLUNE;2 rue Saint-Germain;50220;DUCEY;http://www.selune.com;-;44;20;-;-;-
05/09/2018;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA TERRASSE;1 rue du quai militaire;70110;VILLERSEXEL;www.laterrasse-villersexel.com;-;22;10;-;-;-
09/07/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA TERRASSE;7 rue de Beauregard;85120;LA CHÂTAIGNERAIE;http://www.aubergedelaterrasse.com;-;30;14;-;-;-
03/06/2016;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA TOUR;2 rue marcel bailly;41320;MENNETOU-SUR-CHER;http://www.aubergemennetou.com/;-;19;10;-;-;-
01/04/2019;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA TOUR;604 rue Vrémontoise;71000;SENNECÉ-LÈS-MÂCON;http://www.auberge-tour.fr/;-;59;24;-;-;-
31/07/2019;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA TOUR;168 avenue de Pezenas;34290;VALROS;http://aubergedelatour34.com/;-;32;13;-;-;-
06/08/2019;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA TOUR DE BRISON;300 chemin de la Chapelette;07110;SANILHAC;http://www.belinbrison.com/index.php;-;41;14;-;-;-
04/05/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA TREILLE;2 rue d'Amboise;37270;SAINT-MARTIN-LE-BEAU;http://www.auberge-de-la-treille.com;-;18;8;-;-;-
06/04/2016;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA VALLEE VERTE;6 RUE LUCIEN DUPUIS;28500;VERNOUILLET;http://www.aubergevalleeverte.fr/;-;25;14;-;-;-
21/12/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LA VALLÉE;Le Bourg;43340;SAINT-HAON;http://www.auberge-de-la-vallee-43.fr/;-;18;10;-;-;-
02/10/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE LA VIEILLE FERME;58 rue de la République;60880;LE MEUX;https://www.hotel-restaurant-oise.com;-;31;14;-;-;-
06/09/2017;HÔTEL DE TOURISME;4 étoiles;-;-;AUBERGE DE LA VIEILLE TOUR;Montauban;97190;LE GOSIER;www.auberge-vieille-tour.fr;-;205;104;-;-;-
01/02/2018;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE LANOUAILLE;1 place bugeaud;24270;LANOUAILLE;www.aubergedelanouaille.com;-;23;10;-;-;-
05/02/2019;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE L’ÉTABLE;Le Bourg;64470;MONTORY;www.auberge-etable.com;-;69;29;-;-;-
24/11/2016;HÔTEL DE TOURISME;4 étoiles;-;-;AUBERGE DE MAISON ROUGE;119 ROUTE DE TANINGES;74100;VÉTRAZ-MONTHOUX;http://www.auberge-maison-rouge.com;-;26;13;-;-;-
10/08/2020;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE MULSANNE;158 route de Tours;72230;MULSANNE;http://www.auberge-mulsanne.fr;-;107;44;-;-;-
30/10/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE MÉGEVETTE;50 route de la Vallée du Risse;74490;MÉGEVETTE;http://www.aubergedemegevette.com;-;20;7;-;-;-
21/08/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE NICEY;24 rue Carnot;10100;ROMILLY-SUR-SEINE;http://www.denicey.com;-;48;23;-;-;-
27/02/2017;HÔTEL DE TOURISME;4 étoiles;-;-;AUBERGE DE NOVES;ROUTE DE CHÂTEAURENARD;13550;NOVES;http://www.aubergedenoves.com;-;46;23;-;-;-
09/01/2020;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE REAN;86 route de Redon;35170;BRUZ;https://www.auberge-de-rean.com/hotel/;-;17;8;-;-;-
28/09/2017;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE SAINT-JULIEN-AUX-BOIS;1 route des pierres blanches;19220;SAINT-JULIEN-AUX-BOIS;https://www.auberge-saint-julien.com/;-;12;6;-;-;-
10/10/2016;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE SAUGRAS;Domaine de Saugras;34380;ARGELLIERS;https://aubergedesaugras.com;-;14;7;-;-;-
22/08/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE SAVOIE;45 square de la liberté;73600;MOÛTIERS;http://www.aubergedesavoie.com/;-;72;30;-;-;-
13/07/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE TAVEL;77 route romaine;30126;TAVEL;www.auberge-de-tavel.com;-;24;10;-;-;-
27/07/2017;HÔTEL DE TOURISME;3 étoiles;-;-;AUBERGE DE VAL MOURÈZE;56 Route de la Dolomie;34800;MOURÈZE;http://aubergedevalmoureze.com/;-;41;18;-;-;-
29/03/2019;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DE VIOLAINE;route de Grenoble;05220;LE MONÊTIER-LES-BAINS;aubergedeviolaine.com;-;88;36;-;-;-
14/03/2016;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DES AULNETTES;64 Route de la corniche;14510;HOULGATE;http://www.aubergedesaulnettes.fr/;-;34;13;-;-;-
22/02/2019;HÔTEL DE TOURISME;1 étoile;-;-;AUBERGE DES AVENIÈRES;8 Place du 11 Novembre 1918;38630;LES AVENIÈRES;www.auberge-des-avenieres.fr;-;26;9;-;-;-
11/03/2020;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DES BALASTRES;90 avenue de tarascon;13990;FONTVIEILLE;http://www.auberge-balastres.com;-;20;9;-;-;-
03/10/2019;HÔTEL DE TOURISME;2 étoiles;-;-;AUBERGE DES CHARMILLES;3 rue des Charmilles;17220;SAINTE-SOULLE;http://www.hotel-larochelle-charmilles.fr/;-;43;17;-;-;-
